"AHA_ID","Medicare_Provider_ID","Hospital_Name","System_member","System_ID","System_Name","Admissions_2011","HMA_Member","HMA_System_Name","HCAHPS.Answer.Percent.2011"
"6213720",330104,"Nyack Hospital","Y","5990142","New York Presbyterian Healthcare System",14708,"Y","Montefiore Health System",65
"6213735",330198,"South Nassau Communities Hospital",NA,NA,NA,20788,NA,NA,68
"6213740",330211,"Claxton-Hepburn Medical Center",NA,NA,NA,3693,NA,NA,73
"6213820",330115,"Oneida Healthcare",NA,NA,NA,3411,NA,NA,67
"6213830",330085,"Aurelia Osborn Fox Memorial Hospital","Y","5990528","Bassett Healthcare Network",3729,NA,NA,66
"6213870",330261,"Phelps Memorial Hospital Center",NA,NA,NA,8246,"Y","Northwell Health",74
"6213900",330218,"Oswego Hospital",NA,NA,NA,5656,NA,NA,69
"6213923",330141,"Brookhaven Memorial Hospital Medical Center",NA,NA,NA,15365,NA,NA,62
"6213930",330267,"Hudson Valley Hospital Center",NA,NA,NA,6977,"Y","NewYork-Presbyterian",74
"6213950",331314,"Soldiers and Sailors Memorial Hospital of Yates County","Y","5990397","Finger Lakes Health",1094,NA,NA,73
"6213977",330331,"Plainview Hospital","Y","5990062","North Shore-Long Island Jewish Health System",12042,"Y","Northwell Health",67
"6213990",330250,"Champlain Valley Physicians Hospital Medical Center",NA,NA,NA,10509,NA,NA,68
"6214050",330185,"John T. Mather Memorial Hospital",NA,NA,NA,12451,"Y","Northwell Health",74
"6214053",330135,"Bon Secours Community Hospital","Y","5995085","Bon Secours Health System, Inc.",5286,NA,NA,71
"6214055",330246,"St. Charles Hospital","Y","5990233","Catholic Health Services of Long Island",9084,NA,NA,67
"6214140",330023,"Vassar Brothers Medical Center","Y","5990307","Health Quest Systems, Inc.",19238,NA,NA,70
"6214180",330049,"Northern Dutchess Hospital","Y","5990307","Health Quest Systems, Inc.",3325,NA,NA,74
"6214195",330107,"Peconic Bay Medical Center",NA,NA,NA,8228,"Y","Northwell Health",60
"6214240",330164,"Highland Hospital of Rochester","Y","5990223","University of Rochester Medical Center",16109,"N","University of Rochester Medical Center",69
"6214280",330226,"Unity Hospital",NA,NA,NA,16706,NA,NA,68
"6214290",330125,"Rochester General Hospital","Y","5990046","Rochester General Health System",31138,NA,NA,70
"6214330",330285,"Strong Memorial Hospital of the University of Rochester","Y","5990223","University of Rochester Medical Center",38029,"N","University of Rochester Medical Center",67
"6214360",330259,"Mercy Medical Center","Y","5990233","Catholic Health Services of Long Island",10919,NA,NA,66
"6214390",330215,"Rome Memorial Hospital",NA,NA,NA,5309,NA,NA,66
"6214410",330182,"St. Francis Hospital","Y","5990233","Catholic Health Services of Long Island",18003,NA,NA,70
"6214520",330222,"Saratoga Hospital",NA,NA,NA,9554,NA,NA,71
"6214560",330153,"Ellis Hospital",NA,NA,NA,21465,NA,NA,73
"6214616",330401,"St. Catherine of Siena Medical Center","Y","5990233","Catholic Health Services of Long Island",15501,NA,NA,65
"6214640",330340,"Southampton Hospital",NA,NA,NA,5505,NA,NA,73
"6214650",330111,"Bertrand Chaffee Hospital",NA,NA,NA,1157,NA,NA,76
"6214670",331307,"Clifton-Fine Hospital",NA,NA,NA,250,NA,NA,87
"6214735",330160,"Staten Island University Hospital","Y","5990062","North Shore-Long Island Jewish Health System",42476,"Y","Northwell Health",65
"6214765",330158,"Good Samaritan Hospital","Y","5995085","Bon Secours Health System, Inc.",12486,NA,NA,61
"6214775",330393,"Stony Brook University Medical Center",NA,NA,NA,31257,NA,NA,66
"6214870",330140,"St. Joseph's Hospital Health Center","Y","5995955","Sisters of Saint Francis",24171,"N","Trinity Health",64
"6214885",330241,"Upstate University Hospital",NA,NA,NA,24347,NA,NA,67
"6214890",330203,"Crouse Hospital",NA,NA,NA,20806,NA,NA,64
"6214990",330180,"Samaritan Hospital","Y","5990136","Catholic Health East",7257,"N","Trinity Health",66
"6215090",330245,"St. Elizabeth Medical Center","Y","5995955","Sisters of Saint Francis",11973,NA,NA,67
"6215150",330234,"Westchester Medical Center",NA,NA,NA,22728,NA,NA,58
"6215155",330372,"Franklin Hospital","Y","5990062","North Shore-Long Island Jewish Health System",12695,NA,NA,67
"6215165",331312,"Delaware Valley Hospital","Y","5990288","United Health Services",816,NA,NA,79
"6215170",330008,"Wyoming County Community Hospital",NA,NA,NA,2770,NA,NA,67
"6215180",330205,"St. Anthony Community Hospital","Y","5995085","Bon Secours Health System, Inc.",2644,NA,NA,72
"6215210",330157,"Samaritan Medical Center",NA,NA,NA,8619,NA,NA,66
"6215260",330096,"Jones Memorial Hospital",NA,NA,NA,2101,"N","University of Rochester Medical Center",67
"6215280",330166,"Westfield Memorial Hospital","Y","5990264","Saint Vincent Health System",185,NA,NA,85
"6215295",330286,"Good Samaritan Hospital Medical Center","Y","5990233","Catholic Health Services of Long Island",27500,NA,NA,69
"6215330",330304,"White Plains Hospital Center",NA,NA,NA,15828,"Y","Montefiore Health System",75
"6215460",330006,"St. Joseph's Medical Center",NA,NA,NA,8498,NA,NA,61
"6220001",310027,"Trinitas Regional Medical Center",NA,NA,NA,15860,NA,NA,65
"6220040",310064,"AtlantiCare Regional Medical Center","Y","5990293","AtlantiCare",29029,"Y","Geisinger Health System",64
"6220070",310025,"Bayonne Medical Center",NA,NA,NA,6946,NA,NA,66
"6220105",310050,"Saint Clare's Health System","Y","5990092","Catholic Health Initiatives",18932,NA,NA,66
"6220125",310032,"South Jersey Healthcare - Regional Medical Center","Y","5990151","South Jersey Healthcare",17535,NA,NA,68
"6220160",310031,"Deborah Heart and Lung Center",NA,NA,NA,4833,NA,NA,77
"6220190",310014,"Cooper Health System",NA,NA,NA,23157,NA,NA,63
"6220200",310029,"Our Lady of Lourdes Medical Center","Y","5990136","Catholic Health East",13410,"N","Trinity Health",71
"6220217",310011,"Cape Regional Medical Center",NA,NA,NA,9705,NA,NA,71
"6220240",310083,"East Orange General Hospital",NA,NA,NA,8043,NA,NA,52
"6220247",310108,"JFK Medical Center","Y","5998855","JFK Health System",21685,NA,NA,63
"6220275",310069,"South Jersey Healthcare - Elmer Hospital","Y","5990151","South Jersey Healthcare",3838,NA,NA,65
"6220280",310045,"Englewood Hospital and Medical Center",NA,NA,NA,16500,NA,NA,71
"6220295",310005,"Hunterdon Medical Center",NA,NA,NA,8279,NA,NA,70
"6220322",310111,"CentraState Healthcare System",NA,NA,NA,14716,NA,NA,71
"6220340",310001,"Hackensack University Medical Center",NA,NA,NA,71395,"N","Hackensack University Medical Center",70
"6220365",310115,"Hackettstown Regional Medical Center","Y","5990214","Adventist HealthCare",5299,"Y","Atlantic Health System",65
"6220390",310040,"Hoboken University Medical Center",NA,NA,NA,8828,NA,NA,64
"6220395",310112,"Bayshore Community Hospital","Y","5990257","Meridian Health",7969,NA,NA,62
"6220420",310016,"Christ Hospital",NA,NA,NA,10235,NA,NA,62
"6220425",310003,"Palisades Medical Center",NA,NA,NA,9455,NA,NA,59
"6220435",310074,"LibertyHealth-Jersey City Medical Center",NA,NA,NA,15286,"Y","RWJBarnabas Health",63
"6220540",310084,"Kimball Medical Center","Y","5990118","Barnabas Health",10791,"Y","RWJBarnabas Health",66
"6220547",310061,"Lourdes Medical Center of Burlington County","Y","5990136","Catholic Health East",8101,"N","Trinity Health",57
"6220560",310075,"Monmouth Medical Center","Y","5990118","Barnabas Health",18609,"Y","RWJBarnabas Health",71
"6220585",310113,"Southern Ocean Medical Center","Y","5990257","Meridian Health",6582,NA,NA,73
"6220650",310054,"Hackensack University Medical Center Mountainside",NA,NA,NA,11747,NA,NA,63
"6220680",310015,"Morristown Medical Center","Y","5990865","Atlantic Health",34440,"Y","Atlantic Health System",72
"6220730",310057,"Virtua Memorial","Y","5996725","Virtua Health",19252,"Y","Virtua",68
"6220740",310073,"Jersey Shore University Medical Center","Y","5990257","Meridian Health",27406,NA,NA,69
"6220758",310009,"Clara Maass Medical Center","Y","5990118","Barnabas Health",18726,"Y","RWJBarnabas Health",68
"6220761",310022,"Virtua Berlin","Y","5996725","Virtua Health",4279,NA,NA,71
"6220785",310119,"University of Medicine and Dentistry of New Jersey-University Hospital",NA,NA,NA,18307,NA,NA,63
"6220800",310076,"Saint Barnabas Medical Center","Y","5990118","Barnabas Health",33114,"Y","RWJBarnabas Health",68
"6220820",310002,"Newark Beth Israel Medical Center","Y","5990118","Barnabas Health",23633,"Y","RWJBarnabas Health",67
"6220890",310096,"Saint Michael's Medical Center","Y","5990136","Catholic Health East",11090,NA,NA,51
"6220920",310038,"Robert Wood Johnson University Hospital","Y","5990268","Robert Wood Johnson Health System & Network",31452,"Y","RWJBarnabas Health",69
"6220950",310070,"Saint Peter's University Hospital",NA,NA,NA,21857,NA,NA,70
"6220990",310028,"Newton Medical Center","Y","5990865","Atlantic Health",10815,"Y","Atlantic Health System",73
"6221070",310006,"St. Mary's Hospital",NA,NA,NA,8847,NA,NA,62
"6221120",310019,"St. Joseph's Regional Medical Center",NA,NA,NA,33865,NA,NA,66
"6221140",310039,"Raritan Bay Medical Center",NA,NA,NA,13990,NA,NA,69
"6221145",310060,"St. Luke's Hospital - Warren Campus","Y","5990862","Luke's University Health Network",6490,NA,NA,71
"6221170",310052,"Ocean Medical Center","Y","5990257","Meridian Health",14097,NA,NA,70
"6221175",310017,"Chilton Hospital",NA,NA,NA,9353,"Y","Atlantic Health System",68
"6221190",310010,"University Medical Center of Princeton at Plainsboro",NA,NA,NA,16693,NA,NA,68
"6221210",310024,"Robert Wood Johnson University Hospital Rahway","Y","5990268","Robert Wood Johnson Health System & Network",6558,"Y","RWJBarnabas Health",62
"6221220",310034,"Riverview Medical Center","Y","5990257","Meridian Health",13867,NA,NA,71
"6221230",310058,"Bergen Regional Medical Center",NA,NA,NA,7619,NA,NA,47
"6221235",310012,"Valley Hospital",NA,NA,NA,30971,NA,NA,73
"6221260",310091,"Memorial Hospital of Salem County","Y","5990080","Community Health Systems, Inc.",5680,NA,NA,68
"6221315",310118,"Meadowlands Hospital Medical Center",NA,NA,NA,4514,NA,NA,65
"6221330",310047,"Shore Medical Center",NA,NA,NA,10730,NA,NA,70
"6221340",310048,"Somerset Medical Center",NA,NA,NA,14837,"Y","RWJBarnabas Health",73
"6221345",310086,"Kennedy Memorial Hospitals-University Medical Center",NA,NA,NA,31015,NA,NA,68
"6221370",310051,"Overlook Medical Center","Y","5990865","Atlantic Health",22892,"Y","Atlantic Health System",71
"6221390",310008,"Holy Name Medical Center",NA,NA,NA,20060,NA,NA,67
"6221395",310041,"Community Medical Center","Y","5990118","Barnabas Health",28741,"Y","RWJBarnabas Health",70
"6221430",310044,"Capital Health Medical Center-Hopewell","Y","5990297","Capital Health",11080,NA,NA,67
"6221480",310021,"St. Francis Medical Center","Y","5990136","Catholic Health East",6104,"N","Trinity Health",64
"6221490",310110,"Robert Wood Johnson University Hospital at Hamilton","Y","5990268","Robert Wood Johnson Health System & Network",13294,"Y","RWJBarnabas Health",73
"6221500",310092,"Capital Health Regional Medical Center","Y","5990297","Capital Health",10548,NA,NA,65
"6221600",310022,"Virtua Voorhees","Y","5996725","Virtua Health",19090,"Y","Virtua",71
"6221630",310081,"Underwood-Memorial Hospital",NA,NA,NA,12841,NA,NA,69
"6230010",390231,"Abington Memorial Hospital",NA,NA,NA,36250,NA,NA,67
"6230013",390133,"Lehigh Valley Hospital","Y","5990370","Lehigh Valley Health Network",44435,"Y","Lehigh Valley Health Network",67
"6230016",390132,"North Philadelphia Health System",NA,NA,NA,11803,NA,NA,57
"6230019",390066,"The Good Samaritan Hospital",NA,NA,NA,8983,"Y","WellSpan Health",69
"6230022",390226,"Pennsylvania Hospital","Y","5990168","University of Pennsylvania Health System",23520,NA,NA,67
"6230023",390091,"UPMC Northwest","Y","5990137","UPMC",7226,"Y","UPMC",60
"6230024",390178,"UPMC Horizon","Y","5990137","UPMC",7749,"Y","UPMC",63
"6230026",390137,"Wilkes-Barre General Hospital","Y","5990080","Community Health Systems, Inc.",17016,NA,NA,70
"6230029",390164,"UPMC Presbyterian Shadyside","Y","5990137","UPMC",63930,"Y","UPMC",66
"6230035",390263,"Lehigh Valley Hospital-Muhlenberg","Y","5990370","Lehigh Valley Health Network",10534,NA,NA,70
"6230039",390067,"Pinnacle Health System",NA,NA,NA,29474,"Y","UPMC",68
"6230040",390197,"Sacred Heart Hospital",NA,NA,NA,6252,NA,NA,66
"6230041",390050,"Allegheny General Hospital","Y","5990199","West Penn Allegheny Health System",23975,NA,NA,61
"6230043",390174,"Thomas Jefferson University Hospital","Y","5997775","Jefferson Health System",46321,NA,NA,71
"6230049",390049,"St. Luke's University Hospital - Bethlehem Campus","Y","5990862","Luke's University Health Network",34166,NA,NA,69
"6230051",390096,"St. Joseph Medical Center","Y","5990092","Catholic Health Initiatives",8450,NA,NA,70
"6230052",390110,"Memorial Medical Center","Y","5990339","Conemaugh Health System",24432,NA,NA,68
"6230054",390115,"Aria Health",NA,NA,NA,25806,NA,NA,67
"6230082",390312,"Eastern Regional Medical Center","Y","5990113","Cancer Treatment Centers of America",1319,NA,NA,82
"6230084",390307,"Edgewood Surgical Hospital",NA,NA,NA,341,NA,NA,80
"6230086",390073,"Altoona Regional Health System",NA,NA,NA,18964,"Y","UPMC",70
"6230090",390313,"Saint Catherine Medical Center Fountain Springs","Y","5990351","Saint Catherine Healthcare, LLC",1685,NA,NA,69
"6230100",390036,"Heritage Valley Beaver","Y","5990309","Heritage Valley Health System",15798,NA,NA,74
"6230130",390268,"Mount Nittany Medical Center",NA,NA,NA,12029,NA,NA,75
"6230150",390072,"Berwick Hospital Center","Y","5990080","Community Health Systems, Inc.",3505,NA,NA,69
"6230170",390003,"Geisinger-Bloomsburg Hospital","Y","5995570","Geisinger Health System",2807,"Y","Geisinger Health System",67
"6230200",390118,"Bradford Regional Medical Center","Y","5990816","Upper Allegheny Health System",3367,NA,NA,72
"6230205",390070,"Lower Bucks Hospital",NA,NA,NA,7541,NA,NA,68
"6230212",390318,"Westfield Hospital",NA,NA,NA,622,NA,NA,72
"6230260",390139,"Bryn Mawr Hospital","Y","5990340","Main Line Health",18264,NA,NA,71
"6230270",390168,"Butler Health System",NA,NA,NA,13136,NA,NA,71
"6230289",390316,"Surgical Institute of Reading",NA,NA,NA,557,NA,NA,81
"6230293",390322,"Rothman Specialty Hospital",NA,NA,NA,531,NA,NA,80
"6230297",390004,"Holy Spirit Hospital",NA,NA,NA,15015,"Y","Geisinger Health System",69
"6230310",390160,"Canonsburg General Hospital","Y","5990199","West Penn Allegheny Health System",3679,NA,NA,69
"6230340",390058,"Carlisle Regional Medical Center","Y","5991775","Health Management Associates",5841,"Y","UPMC",63
"6230360",390151,"Chambersburg Hospital","Y","5990189","Summit Health",12447,NA,NA,68
"6230370",390147,"Monongahela Valley Hospital",NA,NA,NA,8587,NA,NA,79
"6230400",390180,"Crozer-Chester Medical Center","Y","5990008","Crozer-Keystone Health System",27921,NA,NA,66
"6230430",390052,"Clearfield Hospital",NA,NA,NA,3584,NA,NA,68
"6230440",390183,"St. Luke's Hospital - Miners Campus","Y","5990862","Luke's University Health Network",1808,NA,NA,69
"6230460",390076,"Brandywine Hospital","Y","5990080","Community Health Systems, Inc.",8014,NA,NA,69
"6230500",390184,"Highlands Hospital",NA,NA,NA,2543,NA,NA,73
"6230510",391308,"Corry Memorial Hospital",NA,NA,NA,1328,NA,NA,66
"6230522",391313,"Charles Cole Memorial Hospital",NA,NA,NA,1907,NA,NA,74
"6230550",390006,"Geisinger Medical Center","Y","5995570","Geisinger Health System",26028,"Y","Geisinger Health System",67
"6230555",390156,"Mercy Fitzgerald Hospital","Y","5990136","Catholic Health East",20010,"N","Trinity Health",61
"6230590",390203,"Doylestown Hospital",NA,NA,NA,12860,NA,NA,73
"6230610",390081,"Delaware County Memorial Hospital","Y","5990008","Crozer-Keystone Health System",9752,NA,NA,71
"6230615",390086,"DuBois Regional Medical Center",NA,NA,NA,8364,NA,NA,75
"6230660",390162,"Easton Hospital","Y","5990080","Community Health Systems, Inc.",11007,NA,NA,70
"6230680",390201,"Pocono Medical Center",NA,NA,NA,11982,"Y","Lehigh Valley Health Network",72
"6230705",390256,"Penn State Milton S. Hershey Medical Center",NA,NA,NA,25119,NA,NA,66
"6230720",390008,"Ellwood City Hospital",NA,NA,NA,2637,NA,NA,70
"6230745",390225,"Ephrata Community Hospital",NA,NA,NA,6918,"Y","WellSpan Health",68
"6230760",390063,"UPMC Hamot","Y","5990137","UPMC",16777,"Y","UPMC",68
"6230780",390009,"Saint Vincent Health Center","Y","5990264","Saint Vincent Health System",17839,NA,NA,67
"6230783",390198,"Millcreek Community Hospital",NA,NA,NA,4131,NA,NA,60
"6230805",390117,"UPMC Bedford Memorial","Y","5990137","UPMC",2099,"Y","UPMC",70
"6230820",390065,"Gettysburg Hospital","Y","5990068","WellSpan Health",4174,"Y","WellSpan Health",64
"6230840",390145,"Excela Health Westmoreland Hospital","Y","5992395","Excela Health",19054,NA,NA,65
"6230855",390266,"Grove City Medical Center",NA,NA,NA,2163,NA,NA,64
"6230880",390233,"Hanover Hospital",NA,NA,NA,5512,"Y","UPMC",63
"6230950",390185,"Hazleton General Hospital",NA,NA,NA,6456,"Y","Lehigh Valley Health Network",67
"6230979",390265,"Jefferson Regional Medical Center",NA,NA,NA,17299,NA,NA,70
"6230990",390125,"Wayne Memorial Hospital",NA,NA,NA,3375,NA,NA,72
"6231000",390056,"J. C. Blair Memorial Hospital","Y","5990002","QHR",2224,NA,NA,72
"6231010",390173,"Indiana Regional Medical Center",NA,NA,NA,7671,NA,NA,69
"6231070",390104,"Kane Community Hospital",NA,NA,NA,1016,"Y","UPMC",71
"6231100",390163,"ACMH Hospital",NA,NA,NA,6815,NA,NA,71
"6231120",390100,"Lancaster General Health",NA,NA,NA,33277,NA,NA,70
"6231130",390258,"St. Mary Medical Center","Y","5990136","Catholic Health East",23824,"N","Trinity Health",70
"6231140",390061,"Lancaster Regional Medical Center","Y","5991775","Health Management Associates",4882,"Y","UPMC",66
"6231150",390012,"Abington Health Lansdale Hospital",NA,NA,NA,5881,NA,NA,69
"6231160",390219,"Excela Latrobe Area Hospital","Y","5992395","Excela Health",7920,NA,NA,74
"6231205",390194,"Gnaden Huetten Memorial Hospital","Y","5990300","Blue Mountain Health System",3202,NA,NA,65
"6231210",390013,"Evangelical Community Hospital",NA,NA,NA,5923,NA,NA,73
"6231240",390048,"Lewistown Hospital",NA,NA,NA,5192,"Y","Geisinger Health System",68
"6231270",390071,"Lock Haven Hospital","Y","5990080","Community Health Systems, Inc.",2511,NA,NA,72
"6231325",391303,"Fulton County Medical Center",NA,NA,NA,980,NA,NA,68
"6231330",390002,"UPMC McKeesport","Y","5990137","UPMC",10758,"Y","UPMC",65
"6231335",390113,"Meadville Medical Center",NA,NA,NA,7481,NA,NA,73
"6231340",390157,"Ohio Valley General Hospital",NA,NA,NA,3709,NA,NA,66
"6231345",390097,"Holy Redeemer Hospital and Medical Center",NA,NA,NA,13668,NA,NA,68
"6231375",390222,"Riddle Hospital","Y","5990340","Main Line Health",10935,NA,NA,72
"6231405",390192,"Tyler Memorial Hospital","Y","5990080","Community Health Systems, Inc.",2036,NA,NA,69
"6231470",390217,"Excela Frick Hospital","Y","5992395","Excela Health",3562,NA,NA,69
"6231480",391301,"Muncy Valley Hospital","Y","5990066","Susquehanna Health System",1144,NA,NA,68
"6231510",390016,"Jameson Hospital",NA,NA,NA,9604,"Y","UPMC",68
